image,lot,source,method,thr,pred_class,confidence,status
p3_1.png,3,definitive,square_640,0.2,Damaged potato,0.5687528848648071,ok
p3_2.png,3,definitive,square_640,0.2,Damaged potato,0.517824113368988,ok
p3_3.png,3,definitive,square_640,0.2,Damaged potato,0.45096147060394287,ok
p3_4.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.7325368523597717,ok
p3_5.png,3,definitive,square_640,0.2,Unable to classify,0.0,no_pred_above_thr
p3_6.png,3,definitive,square_640,0.2,Damaged potato,0.7077766060829163,ok
p3_7.png,3,definitive,square_640,0.2,Damaged potato,0.6051773428916931,ok
p3_8.png,3,definitive,square_640,0.2,Damaged potato,0.45516490936279297,ok
p3_9.png,3,definitive,square_640,0.2,Damaged potato,0.5427719354629517,ok
p3_10.png,3,definitive,square_640,0.2,Damaged potato,0.5653140544891357,ok
p3_11.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.7214939594268799,ok
p3_12.png,3,definitive,square_640,0.2,Damaged potato,0.6930221915245056,ok
p3_13.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.48462873697280884,ok
p3_14.png,3,definitive,square_640,0.2,Damaged potato,0.7242627143859863,ok
p3_15.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.647563099861145,ok
p3_16.png,3,definitive,square_640,0.2,Damaged potato,0.5968179702758789,ok
p3_17.png,3,definitive,square_640,0.2,Damaged potato,0.7094230055809021,ok
p3_18.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.8650885820388794,ok
p3_19.png,3,definitive,square_640,0.2,Damaged potato,0.5112400054931641,ok
p3_20.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.46829527616500854,ok
p3_21.png,3,definitive,square_640,0.2,Damaged potato,0.6195330619812012,ok
p3_22.png,3,definitive,square_640,0.2,Damaged potato,0.6897789239883423,ok
p3_23.png,3,definitive,square_640,0.2,Damaged potato,0.5304124355316162,ok
p3_24.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.5782067775726318,ok
p3_25.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.6816790103912354,ok
p3_26.png,3,definitive,square_640,0.2,Damaged potato,0.4353190064430237,ok
p3_27.png,3,definitive,square_640,0.2,Damaged potato,0.6273772120475769,ok
p3_28.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.8722723126411438,ok
p3_29.png,3,definitive,square_640,0.2,Damaged potato,0.545785665512085,ok
p3_30.png,3,definitive,square_640,0.2,Diseased-fungal potato,0.6845387816429138,ok
